Company,% Change
Super Tannery,+13.74
FAZE THREE Autofab,+13.72
Guj. Amb.Exports,+13.71
Compucom Softwr,+13.70
Bajaj Electricals,+13.63
Ester India,+13.60
Aban Offshore,+13.59
National Alumini,+13.59
Shiva Texyarn Ltd.,+13.59
Godavari Drugs,+13.59
Responsive Industrie,+13.58
Bang Overseas Ltd.,+13.56
Samrat Pharma,+13.51
Pankaj Polymers,+13.50
Indo Borax,+13.50
Precision Camshafts,+13.49
Future Consumer,+13.45
Tata Communications,+13.43
RBL Bank,+13.43
Orient Refractories,+13.43
Atul Auto Ltd,+13.42
SundaramBrakeLining,+13.41
Tarmat L,+13.40
Lakshmi Machines,+13.39
Vitesse Agro L,+13.39
Graphite India Ltd.,+13.38
ACCEL L,+13.35
Royale Manor Hot,+13.33
Sanblue Corporation,+13.29
Safari Indus.,+13.27
Jetking Infotrain Lt,+13.26
Revathi Equipment Lt,+13.26
Suprajit Enginee,+13.25
GSS Infotech,+13.22
Adani Transmission L,+13.21
Orbit Exports Li,+13.18
Competent Automo,+13.16
Zenotech Laboratorie,+13.14
Tree House Education,+13.13
Hind Rectifiers,+13.12
Kesar Petroprod.,+13.11
STL Global Ltd.,+13.10
Sankhya Info,+13.07
Riga Sugar Company,+13.05
Master Trust Ltd.,+13.04
PTC India,+13.03
Menon Bearings L,+13.01
Paramount Cosmet,+13.00
Ratnamani Metals,+12.99
Deccan Cements,+12.96
Transwarranty Financ,+12.96
Apollo Tyres,+12.96
Freshtrop Fruits,+12.96
Guj. Mineral Dev,+12.93
Inventure Growth & S,+12.93
Sanghvi Movers L,+12.92
Cochin Minerals,+12.88
Shalby,+12.87
Orient Abrasives,+12.87
TCI Developers Ltd.,+12.83
Hilton Metal Forging,+12.83
Vadilal Enterprises,+12.82
Hindusthan Urban Inf,+12.81
Birla Tyres,+12.80
IFB Agro Indus,+12.80
Bhagyanagar India Lt,+12.79
Porwal Auto Comp,+12.79
Aro Granite Indu,+12.79
Arcotech Ltd.,+12.77
Jayaswal Neco Indust,+12.76
ICICI Bank,+12.74
Dhunseri Ventures,+12.70
Jindal Saw,+12.67
IO System Ltd.,+12.67
Compuage Infocom Ltd,+12.60
Advanced Enzyme Tech,+12.59
DIC India,+12.57
Axis Bank Ltd.,+12.57
Chembond Chemica,+12.54
Excel Industries,+12.53
S H Kelkar & Company,+12.53
Suryachakra Power Co,+12.50
Tamboli Capital,+12.50
Kanchi Karpooram,+12.46
Manugraph India Ltd.,+12.45
Bharat Electroni,+12.44
TTK Healthcare Ltd.,+12.41
Unick Fix-A-Form,+12.37
Kansai Nerolac Paint,+12.33
Sandesh,+12.29
Texmo Pipes & Produc,+12.28
Dollar Industries,+12.25
Hercules Hoists,+12.23
Zeal Aqua,+12.22
Thangamayil Jeweller,+12.16
Subex Ltd.,+12.15
Goodluck India,+12.13
Gujarat Apollo Indus,+12.12
SMIFS Capital Ma,+12.12
Monte Carlo Fashions,+12.11
Grauer & Weil,+12.11
Arfin India,+12.10
Hero MotoCorp,+12.10
Grandeur Products,+12.09
Sterling and Wilson,+12.07
Bajaj Finance L,+12.06
GPT Infraprojects,+12.01
Hubtown,+12.00
Oriental Hotels,+11.99
Autolite (I),+11.94
SinclairsHotels,+11.91
Karda Constructions,+11.91
Mukesh Babu Fina,+11.89
Pressman Advertising,+11.85
HEG Ltd.,+11.82
SAL Automotive,+11.80
Celebrity Fashions L,+11.76
CESC Ltd.,+11.74
Patels Airtemp,+11.72
Uniply Decor,+11.69
Cera Sanitaryware L,+11.68
Kakatiya Cement Suga,+11.65
Apex Frozen Foods,+11.64
Karur Vysya Bank,+11.63
Dynacons Systems,+11.60
Guj. Alkalie & C,+11.57
Plastiblends Ind,+11.56
Jammu & Kashmir Bank,+11.53
Minda Corporation,+11.51
Aegis Logistics Ltd.,+11.50
Karnataka Bank,+11.46
VRL Logistics Ltd.,+11.46
Coral India Finance,+11.44
Adani Ports & Speci,+11.44
Aptech Ltd.,+11.34
Rane Brake Lining Lt,+11.32
Lotus Eye Hospital,+11.32
LGB Forge Ltd.,+11.30
Indian Bank,+11.30
Tata Investment,+11.29
HSIL Ltd.,+11.27
Steel Strips Wheels,+11.26
Jayant Agro Org,+11.25
Shoppers Stop,+11.25
Time Technoplast Ltd,+11.25
Orient Electric,+11.25
Pro Fin Capital Serv,+11.25
Zuari Global,+11.24
Cigniti Technologies,+11.24
Navin Fluorine Inter,+11.24
Nahar Indust.Ent,+11.22
BNK Capital Mark,+11.19
Sandhar Technologies,+11.16
Zee Learn Ltd.,+11.14
Tata Metaliks,+11.13
La Opala RG Ltd.,+11.10
Texmaco Rail & Engin,+11.09
REC,+11.08
Alembic Ltd.,+11.04
Tourism Finance,+11.00
Blue Chip Tex In,+10.99
ANG Lifesciences Ind,+10.98
ARSS Infrastructure,+10.98
Swastika Investmart,+10.95
ICRA Ltd.,+10.94
63 Moons Technologie,+10.93
SBI Cards and Pay,+10.93
Bank of India,+10.93
Stovec Indus.,+10.93
Future Supply Chain,+10.89
Dolat Investment,+10.88
LG Balakrishnan&Bros,+10.88
India Gelatine &,+10.86
HBL Power Systems Lt,+10.85
Indo Count Inds.,+10.77
Indian Hume Pipe,+10.76
SREI Infrastructure,+10.75
AIA Engineering,+10.74
Garnet Construct,+10.74
Tuni Textile Mil,+10.71
Som Distilleries,+10.71
Ansal Properties & I,+10.71
Agri-Tech (India),+10.70
Expo Gas Contain,+10.66
Ace Men Engg Works,+10.66
Maruti Suzuki India,+10.64
Radico Khaitan Ltd.,+10.64
IFCI Ltd.,+10.63
Victoria Mills,+10.62
Radhe Developers,+10.61
Digjam L,+10.61
Equitas Holdings Ltd,+10.58
L&T Finance Holdings,+10.58
Rico Auto Inds.,+10.56
Hind Aluminium Indus,+10.56
Beekay Steel Indus,+10.55
Poona Dal & Oil,+10.53
APM Industries,+10.53
Raj Television Netwo,+10.50
Rexnord Electron,+10.49
HG Infra Engineering,+10.46
RPP Infra Projects L,+10.45
National Plywood Ind,+10.45
Geojit Financial,+10.44
Selan Exploratio,+10.42
PNB Gilts Ltd.,+10.41
Tribhovandas Bhimji,+10.38
Nelcast Ltd.,+10.38
BASF India Lt,+10.37
Jhandewalas Foods,+10.34
Signet Industries,+10.34
Cheviot Co Ltd,+10.32
Commercial Syn Bags,+10.29
Asian Granito India,+10.21
Navkar Corporation L,+10.20
Oberoi Realty,+10.19
Pil Italica Lifestyl,+10.17
Schaeffler India,+10.08
Action Construction,+10.05
AVT Natural Prod,+10.01
Sagarsoft (India),+10.00
Amraworld Agrico Ltd,+10.00
Vandana Knitwear,+10.00
Solar Industries Ind,+9.99
NACL Industries L,+9.97
Vesuvius India,+9.93
Voltamp Transformers,+9.90
Rail Vikas Nigam,+9.87
Kamdhenu Ispat,+9.85
Modex Internatio,+9.80
Kennametal India,+9.80
Novateor Research,+9.80
Alkali Metals Ltd.,+9.80
Savita Oil Tech,+9.79
Adani Power Ltd.,+9.76
Milk Food,+9.75
Kalyani Investment,+9.73
Peninsula Land L,+9.73
TCI Express,+9.72
Bank of Maharash,+9.72
Amal Ltd.,+9.70
KCP Sugar & In,+9.70
VIP Indus.,+9.68
Upsurge Investme,+9.67
Mirza International,+9.66
Modern Dairies,+9.66
Mayukh Dealtrade,+9.62
Akzo Nobel India,+9.60
R Systems Internat.,+9.58
TRF Ltd,+9.55
SKF India,+9.54
Federal-Mogul Goetze,+9.51
Ansal Buildwell,+9.51
Bhageria Industries,+9.50
Finolex Industri,+9.49
Choksi Lab. Ltd,+9.46
Kokuyo Camlin,+9.45
SMS Pharmaceuticals,+9.45
Gateway Distriparks,+9.44
SRF Ltd.,+9.42
ITL Industries,+9.41
Prism Medico and Pha,+9.36
Sudarshan Chem.,+9.36
Sundaram Clayton,+9.36
Pfizer Ltd.,+9.30
Eco Recycling,+9.29
Saksoft Ltd.,+9.29
Waterbase Ltd.,+9.27
WPIL Ltd.,+9.27
Shemaroo Entertainme,+9.27
T Nadu Newsprint,+9.24
Filatex India,+9.23
HDFC Bank,+9.17
Garware Tech. Fibres,+9.17
Brahmaputra Infra,+9.16
Hisar Metal Indu,+9.15
Umang Dairies Ltd.,+9.15
GMR Infrastructure L,+9.13
RTS Power Corpor,+9.13
Bharat Bhushan Fin.,+9.12
Dhunseri Investments,+9.10
SEL Manufacturing Co,+9.09
Sahyadri Industries,+9.07
Vivanta Industries,+9.06
VLS Finance L,+9.06
Magna Electrocas,+9.05
Liberty Shoes Li,+9.04
NRB Bearings Lim,+9.04
CNI Research Ltd.,+9.02
Sukhjit Starch &,+9.02
Pudumjee Paper Produ,+9.02
GlaxoSmithKline Phar,+9.01
Golden Tobacco Ltd.,+9.00
GTPL Hathway,+8.96
Parnax Lab L,+8.91
Walchandnagar,+8.90
Lehar Footwears,+8.89
NLC India L,+8.89
GeeCee Ventures,+8.88
Sarla Performance Fi,+8.86
Energy Developme,+8.83
Damodar Industries,+8.78
Dr. Agarwal's Ey,+8.74
Kama Holdings Ltd.,+8.72
Krypton Ind.,+8.71
Transcorp Inter,+8.71
DHP India Ltd.,+8.70
Aavas Financiers,+8.67
Winsome Textile,+8.67
Kajaria Ceramics,+8.62
Asian Oilfield S,+8.60
Kabsons Industries,+8.59
Gravita India Ltd.,+8.59
Avenue Supermarts,+8.58
Burnpur Cement Ltd.,+8.53
Deepak Nitrite,+8.53
Praxis Home Retail L,+8.52
BAG Films & Media,+8.51
Universal Starch,+8.48
Indo National,+8.47
Suven Pharmaceutical,+8.45
Fervent Synergies L,+8.45
Punj. NationlBak,+8.44
Shipping Corpn.,+8.43
Spicejet Ltd.,+8.33
Easun Reyrolle L,+8.33
Linc Pen & Plast,+8.31
Gujarat Gas,+8.31
Radix Industries,+8.27
Cupid Ltd.,+8.25
CSL Finance,+8.24
Radha Madhav Corpora,+8.24
Indiabulls Housing F,+8.24
BEML Ltd.,+8.24
Archies Ltd.,+8.22
Crisil,+8.22
India Motor Part,+8.18
WEP Solutions,+8.18
Crompton Greaves Con,+8.17
Centum Electronics L,+8.16
SBC Exports,+8.15
AstraZeneca Pharma I,+8.13
SRG Housing Finance,+8.11
Dixon Technologies,+8.09
Indowind Energy Ltd.,+8.07
Vardhman Holdings,+8.06
Goyal Associates,+8.00
Lahoti Overseas,+8.00
MPS Ltd.,+7.98
Bervin Investmen,+7.95
MOIL Ltd.,+7.95
Aditya Birla Fashion,+7.95
Sreeleathers Ltd.,+7.93
Zensar Technologies,+7.92
CCL Products India,+7.92
Hind. Zinc,+7.92
Rushil Decor Ltd.,+7.89
AMJ Land Holdings L,+7.88
Best Agrolife,+7.86
Grasim Inds.,+7.86
Wockhardt Ltd.,+7.85
Kamat Hotels (In,+7.84
Relaxo Footwears,+7.76
LKP Securities,+7.76
Max Financial Servic,+7.74
Rane (Madras),+7.73
Welcast Steels,+7.69
Jaiprakash Power Ven,+7.69
ADF Foods Ltd.,+7.68
Kothari Products,+7.68
Gokul Refoils & Solv,+7.67
Alpa Laboratories Lt,+7.65
Gensol Engineering,+7.65
Khaitan Chemical,+7.65
Harrisons Malaya,+7.63
Varun Beverages Ltd.,+7.56
Bajaj HindusthanSuga,+7.55
GSFC,+7.55
Century Textiles,+7.52
Ugar Sugar Works,+7.48
Glenmark Pharma,+7.47
Contil India,+7.46
Gayatri Projects,+7.46
NHPC,+7.41
Gujarat Pipavav Port,+7.40
Sir Shadilal Ent,+7.34
Kiri Industries,+7.29
Rane Engine Valve Lt,+7.24
Bharat Heavy Ele,+7.23
Everest Industries L,+7.17
Havells India,+7.14
Ipca Laboratorie,+7.12
JM Financial Ltd.,+7.07
Carborundum Uni.,+7.07
Lykis L,+7.07
Thyrocare Tech.,+7.05
GTL Infrastructure,+7.04
PC Jeweller L,+7.02
India Glycols,+6.99
Blue Dart Expres,+6.99
DB Corp,+6.98
Titan Company,+6.98
Nettlinx Ltd.,+6.98
Garware Marine,+6.97
Kridhan Infra,+6.96
Hind. Motor,+6.96
Tech Mahindra,+6.93
TAAL Enterprises,+6.92
Vikas Proppant & Gra,+6.92
RPG Life Sciences,+6.85
HUDCO,+6.85
Cybertech System,+6.83
Gloster L,+6.83
Birla Precision Tech,+6.81
Polycab India,+6.80
Exide Inds.,+6.79
Indian Energy Exchan,+6.77
Adhunik Industries,+6.75
Calcom Vision,+6.75
Harita Seating Syst.,+6.72
Pix Transmission,+6.72
Dhanlaxmi Bank,+6.71
Shakti Pumps (In,+6.70
Gala Global Products,+6.70
Cantabil Retail Indi,+6.69
Khadim India,+6.67
Narbada Gems & Jewel,+6.67
Prakash Steelage Ltd,+6.67
Lyka Labs,+6.63
Electrosteel Cas,+6.59
Huhtamaki PPL,+6.58
SML Isuzu Ltd.,+6.57
ICICI Securities,+6.55
Sterling Tools L,+6.55
K Z Leasing & Financ,+6.55
Tin Plate Co.,+6.55
Astron Paper & Board,+6.53
20 Microns Ltd.,+6.49
Ebixcash World Money,+6.49
UPL,+6.47
HLV L,+6.46
Donear Industrie,+6.44
LT Foods Ltd.,+6.44
N R Agarwal Indu,+6.39
Empire Inds.,+6.37
MindTree Ltd.,+6.34
Borosil L,+6.33
Vishwaraj Sugar Ind,+6.32
Jindal Drilling,+6.31
IL&FS Investment Man,+6.27
Valson Ind. Ltd.,+6.25
ABB India,+6.24
Kisan Mouldings,+6.24
Integra Engineering,+6.22
Gati Ltd.,+6.18
Phoenix Mills,+6.16
Transgene Biotek,+6.16
Himalaya Food Inter,+6.15
Hind.ConstructionCo.,+6.14
PI Industries,+6.11
Thomas Cook (I),+6.11
Galaxy Surfacta.,+6.11
Gennex Laboratories,+6.10
Country Club Hospita,+6.10
Refnol Resins &,+6.09
Sree Rayalaseema Hi-,+6.08
Cerebra Integrat,+6.06
Jagsonpal Pharma,+6.03
Hexaware Technologie,+6.02
Texmaco Infrastructu,+6.00
Godrej Agrovet L,+6.00
Chordia Food Product,+5.98
BPL Ltd.,+5.96
Saven Technologies L,+5.96
Shervani Ind.Syn,+5.94
Speciality Restauran,+5.92
James Warren Tea,+5.91
Gillette India Ltd.,+5.88
Apar Industries,+5.87
DCM Shriram,+5.86
Goa Carbons,+5.85
Voltas Ltd.,+5.85
Vodafone Idea L,+5.83
Jiya Eco Products Lt,+5.83
United Breweries Ltd,+5.82
Narayana Hrudayalaya,+5.82
Aarti Ind. Ltd,+5.81
Genus Paper & Boards,+5.79
Nahar Capital & Fina,+5.76
Vamshi Rubber Li,+5.71
KCP Ltd.,+5.69
SJVN Ltd.,+5.67
Pennar Industrie,+5.66
Shree Steel Wire,+5.65
Greenply Industr,+5.57
TVS Srichakra Lt,+5.56
Ajanta Soya Ltd.,+5.56
Akashdeep Metal Ind.,+5.56
IIFL Securities,+5.56
Ashika Credit Cap.,+5.56
Abbott India Ltd.,+5.54
Dynamic Industri,+5.53
Sakuma Exports,+5.53
PSP Projects,+5.52
Gujarat Natural Res,+5.48
Prime Property Devel,+5.46
Johnson Controls-Hit,+5.44
Nicco Parks & Re,+5.44
Snowman Logistics Lt,+5.42
Swadeshi Industr,+5.41
Simmonds Marshal,+5.41
Paushak Ltd.,+5.41
Ducon Infratech,+5.41
Aditya Birla Money L,+5.39
Hardcastle & Waud,+5.38
Brawn Biotech,+5.38
Max Ventures and Ind,+5.38
Dalmia Bharat Sugar,+5.36
Canara Bank,+5.35
Lloyds Steels Ind.,+5.33
Pradeep Metals,+5.29
Control Print Ltd.,+5.28
Quadrant Televenture,+5.26
Ponni Sugars (Erode),+5.26
Guj. Industries,+5.25
Ujjivan Financial,+5.22
Deccan Gold Mines,+5.21
Nihar Info Global Lt,+5.21
Anjani Portland,+5.21
Bilcare Ltd.,+5.20
Virat Industries,+5.19
Ramco Industries,+5.17
Sequent Scientific,+5.16
Bombay Burmah,+5.15
Terai Tea Compan,+5.11
PDS Multi. Fashions,+5.11
Kaya L,+5.09
Choice Internati,+5.08
Berger Paints I,+5.06
SPL Industries L,+5.06
Basant Agro Tech,+5.05
Reliance Chemote,+5.04
Tokyo Plast Inte,+5.00
Sicagen India,+5.00
Trescon L,+5.00
Jai Corp Ltd.,+4.97
Conart Engineers,+4.94
Smartlink Holdings,+4.87
Jagran Prakashan,+4.84
Solitaire Machin,+4.76
Pidilite Inds.,+4.71
Mahindra EPC Irrigat,+4.67
Sundaram Fasten.,+4.63
Eveready Industr,+4.62
RDB Rasayans Ltd.,+4.62
Benares Hotels,+4.55
Kotak Mahindra Bank,+4.55
JaiprakashAssociates,+4.53
Tejas Networks,+4.53
Anik Industries,+4.53
Can Fin Homes,+4.52
Shankara Building Pr,+4.52
Global Vectra Helico,+4.50
Guj. Containers,+4.50
Shreyas Shipping & L,+4.48
L&T,+4.47
Gallantt Metal,+4.46
Bharat Bijlee,+4.45
Rapicut Carbides,+4.42
Alkem Laboratories,+4.40
Ador Welding Ltd.,+4.39
South Indian Ban,+4.35
The Yamuna Syndicate,+4.34
Supreme Inds.,+4.33
Vimta Labs Ltd.,+4.33
Sangam India Ltd,+4.31
Jost's Engg.,+4.29
Amrutanjan Health Ca,+4.28
Sasken Technologies,+4.26
Confidence Petroleum,+4.24
Dutron Polymers,+4.24
Godfrey Phillips Ind,+4.23
Saregama India Ltd.,+4.23
Finolex Cables,+4.23
Pritika Auto Ind.,+4.23
Rubra Medicament,+4.21
Balmer Lawrie &,+4.20
Tata Teleservices (M,+4.20
N G Industries Ltd.,+4.19
Uttam Value Steels,+4.17
Persistent Systems,+4.17
Intl. Coveyors,+4.15
Torrent Power Ltd.,+4.15
Deepak Fertilisers,+4.14
Zuari Agro Chemicals,+4.13
Super Crop Safe,+4.13
Satin Creditcare,+4.10
Eimco Elecon Ind,+4.10
Amrit Corp. Ltd.,+4.08
Sadbhav Infrastructu,+4.05
D B Realty Ltd.,+4.04
Guj. Hotels Ltd.,+4.03
Sanofi India,+4.02
Jindal Photo,+4.00
Standard Indust,+4.00
Elixir Capital,+3.99
Weizmann,+3.99
Kirloskar Industries,+3.97
Accelya Solutions In,+3.95
Thirani Projects,+3.95
VST Industries,+3.94
Tirupati Sarjan,+3.93
Indo Thai Securities,+3.92
Precision Elect.,+3.90
Poddar Pigments,+3.89
Tide Water Oil,+3.87
Hikal Ltd.,+3.87
Indl.&Prud.Invst,+3.85
Videocon Industries,+3.83
G M Breweries Ltd.,+3.82
Country Condo's,+3.82
Thermax,+3.81
Sibar Auto Parts,+3.80
Info Edge (India),+3.77
KMC Speciality Hospi,+3.76
HDFC,+3.75
Greenlam Industries,+3.73
Nitin Spinners,+3.72
Grindwell Norton,+3.68
Khoday India,+3.67
Haryana Capfin Ltd.,+3.67
Union Bank of In,+3.62
Zydus Wellness Ltd.,+3.61
Amin Tannery L,+3.61
Cressanda Solutions,+3.57
Polson Ltd.,+3.55
Jeevan Scientific,+3.54
J B Chemicals & Phar,+3.49
Mishra Dhatu Nig,+3.47
Osiajee Texfab,+3.45
Amara Raja Batt.,+3.44
Ram Info,+3.42
Rites Ltd.,+3.40
M&M Fin.Services,+3.38
Hind. Copper,+3.38
Indostar Capital Fin,+3.38
Samkrg Pistons & Rin,+3.36
Oceanaa Biotek Ind,+3.34
BayerCropscience,+3.34
Vinati Organics,+3.32
Poly Medicure Lt,+3.31
MEP Infrastructure,+3.28
Bharat Agri Fert & R,+3.27
Fluidomat,+3.26
KIC Metaliks,+3.25
King Infra Ventures,+3.24
V-Guard Ind.Ltd.,+3.22
Castrol India,+3.22
Deep Industries,+3.22
Goldiam Internat,+3.19
Imagicaaworld Entert,+3.17
Repro India Ltd.,+3.17
Modern India,+3.16
Uniphos Enterprises,+3.10
Coal India,+3.09
Ceat Ltd.,+3.09
CLC Industries,+3.08
Veto Switchgears & C,+3.08
Lupin Ltd.,+3.07
TPL Plastech Ltd.,+3.07
IVP,+3.03
Alphageo (India),+3.01
Gillanders Arbut,+3.01
HMT Ltd.,+3.00
Vakrangee,+3.00
Navneet Education,+2.98
Capri Global Capital,+2.98
Kitex Garments,+2.93
Kingfa Science & Tec,+2.93
Nectar Lifesciences,+2.88
Madras Fertilize,+2.87
Alankit,+2.86
5Paisa Capital,+2.85
Murudeshwar Cer.,+2.85
Raghav Productivity,+2.83
Fineotex Chemical Lt,+2.83
Tatia Global Venntur,+2.78
Dhanalaxmi Roto,+2.78
Marico Ltd.,+2.75
Bannari Amman Su,+2.73
Urja Global,+2.71
Duncan Engineering,+2.70
Edelweiss Fin. Ser,+2.70
Mangalam Industrial,+2.70
Birla Corporation Lt,+2.67
Decipher Labs,+2.67
L&T Infotech,+2.66
Maha. Scooters,+2.66
Zim Laboratories,+2.64
Bajaj Healthcare,+2.62
Galaxy Bearings,+2.62
Century Enka,+2.62
Veer Energy & Infras,+2.62
BDH Industries,+2.62
Ingersoll Rand,+2.60
The Ramco Cements,+2.59
Upasana Finance,+2.58
Rasandik Engg.,+2.55
Rallis India,+2.53
Security and Intelli,+2.45
PTC India Financial,+2.44
Gayatri Highways,+2.44
Bajaj Finserv Ltd.,+2.44
Oriental Veneer,+2.44
Bal Pharma Ltd,+2.44
ITI,+2.40
Hindustan Aeronautic,+2.38
Visagar Polytex Ltd.,+2.38
Cipla,+2.35
Nilkamal Ltd.,+2.35
Winsome Brewerie,+2.33
Modison Metals L,+2.30
Balmer Lawrie Invest,+2.28
The Byke Hospitality,+2.28
General Ins. Corp.,+2.26
Shriram Trans.Fi,+2.24
Symphony,+2.24
Torrent Pharmac,+2.15
Nippon LifeAM Ltd.,+2.12
Bata India,+2.11
DCM Nouvelle,+2.10
Engineers India,+2.09
Nitin Castings,+2.06
Gallantt Ispat Ltd.,+2.05
Norris Medicines,+2.04
Lokesh Machines,+2.04
Rashtriya Chemicals,+2.04
Star Paper Mills,+2.03
Orient Cement Ltd.,+2.02
Moneyboxx Finance,+2.02
Malu Paper Mills,+2.00
Ambika Cotton Mi,+1.98
Aditri Industries,+1.96
Westlife Development,+1.91
Siemens Ltd.,+1.91
Taj GVK Hotels & Res,+1.90
Unichem Labs,+1.90
IykotHitechToolroom,+1.90
Chartered Logistics,+1.89
Mukta Agriculture,+1.89
Lumax Auto Technolog,+1.88
Oriental Carbon,+1.84
L&T Technology Serv,+1.80
Whirlpool of Ind,+1.78
Generic Pharmasec,+1.76
NDTV,+1.76
Ucal Fuel System,+1.75
Albert David Ltd,+1.74
KIOCL,+1.71
Kaycee Inds.,+1.68
Sunil Healthcare,+1.66
MosChip Technologies,+1.66
India Cements Lt,+1.65
Mangalam Cement,+1.64
MMTC Ltd.,+1.64
Rama Paper Mills,+1.63
EIH Associated,+1.62
V Mart Retail,+1.62
Bank of Baroda,+1.60
Sumitomo Chemical,+1.59
Federal Bank,+1.58
Quess Corp,+1.54
Power Mech Projects,+1.47
Bharat Road Network,+1.44
KSB Ltd,+1.44
Suraj Products Ltd.,+1.44
Oracle Financial Ser,+1.44
Bartronics India Ltd,+1.43
Foods & Inns,+1.43
Veljan Denison,+1.42
Dewan Housing,+1.38
BF Investment Ltd.,+1.38
D & H India,+1.37
Infibeam Avenues,+1.37
Surana Telecom and P,+1.35
Sangal Papers Li,+1.34
MPDL,+1.34
NEL Holdings,+1.32
National Fertilizers,+1.27
Esab India,+1.27
Sakthi Sugars,+1.26
Rajoo Engineers,+1.22
Heidelberg Cement In,+1.19
Mishka Exim,+1.13
EID Parry,+1.12
Archidply Industries,+1.12
IRCTC,+1.11
Rossari Biotech,+1.10
RRIL,+1.09
Tata Chemicals,+1.08
ONGC,+1.02
Riddhi Siddhi Gluco,+1.01
Reliance Inds.,+1.00
Sunshield Chemic,+1.00
Investment & Pre,+1.00
Hind. Adhesives,+0.97
Indian Overseas,+0.97
Tasty Bite,+0.96
JK Paper Ltd.,+0.96
Sun Pharma Advanced,+0.94
Garden Reach Ship,+0.93
FDC Ltd.,+0.93
Mangalam Seeds,+0.91
Balkrishna Ind.,+0.91
Power Grid Corpo,+0.87
Orient Paper,+0.83
Nahar Poly Films Ltd,+0.82
Unitech Internationa,+0.81
Mitsu Chem Plast,+0.78
Poddar Housing,+0.73
Ujjivan SmallFinance,+0.71
Kilitch Drugs(I),+0.69
Career Point,+0.67
Perfectpac,+0.67
Bajaj Holdings & Inv,+0.64
Syncom Formul.,+0.61
Sat Industries Ltd.,+0.58
ABB Power Products,+0.57
Dyna Vision,+0.54
Srikalahasthi Pipes,+0.52
Innovators Facade Sy,+0.50
Prajay Engineers,+0.50
Vishal Fabrics Ltd.,+0.48
Sadhana Nitro,+0.48
Moongipa Securities,+0.47
Ludlow Jute & Specia,+0.47
Ravi Kumar Distiller,+0.44
Cochin Shipyard,+0.43
IDBI Bank Ltd.,+0.39
Swas.Vinay.Synt,+0.31
Indo Tech Transforme,+0.26
Kkalpana lndustries,+0.26
Bharat Dynamics,+0.22
HDFC AMC,+0.18
Kamanwala Housing Co,+0.18
Chennai Petro.,+0.13
Apollo Hospitals,+0.12
The Indian Card Clot,+0.10
Cubex Tubings Lt,+0.09
JK Cement,+0.08
The New India Assur,+0.04
TTK Prestige L,+0.04
