Company,% Change
Control Print Ltd.,-5.13
Milk Food,-5.12
Gyscoal Alloys Ltd.,-5.1
Super Tannery,-5.1
Garden Silk Mill,-5.09
SMS Lifesciences Ind,-5.09
Sundaram Multi P,-5.07
Alphageo (India),-5.06
Ratnabhumi Developer,-5.05
Simbhaoli Sugars,-5.05
Vikas WSP,-5.04
V2 Retail,-5.04
Prajay Engineers,-5.04
IST Ltd.,-5.03
Tilak Ventures L,-5.0
MFL India,-5.0
Aptech Ltd.,-5.0
Starlite Compone,-5.0
K&R Rail Engineering,-5.0
Easun Reyrolle L,-4.97
Ashoka Refinerie,-4.97
Insecticides (India),-4.96
G M Breweries Ltd.,-4.96
Nutraplus India,-4.96
BF Utilities Ltd.,-4.94
Triveni Enterprises,-4.94
Ashirwad Steels,-4.94
Unjha Formulatio,-4.94
SML Isuzu Ltd.,-4.94
Guj. Mineral Dev,-4.93
Nam Securities,-4.93
Nile,-4.92
Pudumjee Paper Produ,-4.92
Sat Industries Ltd.,-4.92
Sika Interplant,-4.92
TCI Express,-4.91
Scanpoint Geomatics,-4.91
Prima Plastics L,-4.91
JBM Auto,-4.9
OM Metals Infraproje,-4.9
LT Foods Ltd.,-4.89
Chalet Hotels L,-4.89
Security and Intelli,-4.89
T & I Global Lim,-4.88
Coal India,-4.88
Cenlub Industrie,-4.87
Indiabulls Integrate,-4.86
Amrutanjan Health Ca,-4.85
Castrol India,-4.84
Supreme Petroche,-4.83
Punj. & Sind Ban,-4.83
Bharti Infratel Ltd.,-4.82
Lloyds Steels Ind.,-4.82
Indian Toners,-4.81
S P Apparels Ltd.,-4.81
Bajaj Healthcare,-4.79
Omaxe Ltd.,-4.78
NBCC (India),-4.77
Century Extru.,-4.76
Premier Polyfilm,-4.76
SAL Automotive,-4.76
Kesar Petroprod.,-4.76
Kabra Drugs Ltd.,-4.76
Titan Securities,-4.74
Honeywell Automation,-4.73
ITI,-4.72
N K Industries L,-4.72
Jauss Polymers L,-4.71
Niraj Cement Structu,-4.71
Rubra Medicament,-4.7
Baba Arts,-4.7
Karnataka Bank,-4.69
JITF Infralogistics,-4.68
Metalyst Forgings,-4.68
Sunil Healthcare,-4.67
Apollo Micro Systems,-4.67
TD Power Systems Ltd,-4.66
Prozone Intu Propert,-4.66
IL&FS Investment Man,-4.65
Tata Coffee Ltd.,-4.65
Kirloskar Industries,-4.65
Dhampure Specialty S,-4.63
Shiva Cement Ltd,-4.63
Natural Capsules,-4.63
IZMO,-4.63
Indraprastha Gas Ltd,-4.6
Parsvnath Developers,-4.6
Racl Geartech,-4.59
Balaji Telefilms Ltd,-4.59
Dr. Agarwal's Ey,-4.58
AK Capital Services,-4.58
FDC Ltd.,-4.58
Navneet Education,-4.58
Som Distilleries,-4.57
Sunflag Iron,-4.57
Vardhman Special St,-4.56
Odyssey Corporation,-4.55
Viaan Industries,-4.55
Ashiana Housing Ltd.,-4.55
United Breweries Ltd,-4.55
Axtel Industries,-4.55
IRB Infrastructure,-4.54
Sri KPR Industries,-4.54
Rane (Madras),-4.54
Zenith Fibres,-4.53
Banaras Beads Li,-4.53
ACC,-4.52
Poddar Housing,-4.51
EIH Associated,-4.51
Pioneer Distille,-4.47
Sumitomo Chemical,-4.46
Electrotherm (In,-4.46
Magadh Sugar & Energ,-4.46
Astral Poly Technik,-4.46
Tata Investment,-4.45
T T Ltd.,-4.44
ACE Software E,-4.43
Siyaram Silk,-4.43
Aries Agro Ltd.,-4.41
Vimta Labs Ltd.,-4.41
Kesoram Industri,-4.4
63 Moons Technologie,-4.37
Sterling and Wilson,-4.37
Indostar Capital Fin,-4.36
Phillips Carbon,-4.36
Oriental Hotels,-4.36
Maximus Intl.,-4.35
Digicontent,-4.34
Geojit Financial,-4.34
Swaraj Engines,-4.34
Compuage Infocom Ltd,-4.33
Aarvee Denims an,-4.32
India Nippon Ele,-4.31
Ambuja Cements Ltd.,-4.31
NDTV,-4.29
Seshasayee Paper,-4.29
Ajanta Soya Ltd.,-4.29
Ingersoll Rand,-4.27
ABC India Ltd.,-4.26
National Fertilizers,-4.26
Dilip Buildcon Ltd.,-4.25
Suratwwala Business,-4.24
Gallantt Metal,-4.24
Lotus Chocolate,-4.23
Facor Alloys Ltd.,-4.23
Avenue Supermarts,-4.22
Capital Trade Links,-4.21
Tourism Finance,-4.19
Adani Gas,-4.19
Balmer Lawrie &,-4.19
Creative Casting,-4.18
ICICI Securities,-4.18
Star Cement,-4.17
N G Industries Ltd.,-4.17
MphasiS Ltd.,-4.16
Valson Ind. Ltd.,-4.15
GIC Housing Fi,-4.09
Bajaj Consumer Care,-4.09
Prabhat Dairy,-4.08
Hind.ConstructionCo.,-4.08
DiGiSPICE Technologi,-4.08
Essar Shipping,-4.08
Unitech Ltd.,-4.07
PTC India,-4.07
Grauer & Weil,-4.07
Sonata Software,-4.06
Bhagawati Oxygen,-4.05
Esab India,-4.05
GRM Overseas,-4.04
3M India Ltd.,-4.04
JSW Holdings,-4.04
TCI Finance,-4.04
Sarda Energy & Miner,-4.03
Indian Oil Corp,-4.02
Trident Ltd.,-4.02
GMR Infrastructure L,-4.02
Daikaffil Chemic,-4.01
Prakash Indus.,-4.01
Thermax,-4.01
Tamilnadu Petroprod,-4.0
Bharat Electroni,-4.0
P G Industry Ltd,-4.0
Sreeleathers Ltd.,-4.0
Ansal Properties & I,-3.98
Manali Petrochem,-3.98
Mahip Industries,-3.98
Chennai Petro.,-3.96
FIEM Industries,-3.96
Ludlow Jute & Specia,-3.95
Zydus Wellness Ltd.,-3.95
Motilal Oswal Financ,-3.94
Vardhman Holdings,-3.94
Helpage Finlease,-3.94
Vasundhara Rasayans,-3.93
Thinkink Picturez,-3.93
Guj. Amb.Exports,-3.92
Piramal Enterprises,-3.92
Parabolic Drugs Ltd.,-3.91
B&A Ltd.,-3.9
NOCIL Ltd.,-3.89
Sangam India Ltd,-3.88
Eicher Motors,-3.88
Aditya Birla Money L,-3.88
Dr. Habeebullah Life,-3.88
Mahesh Developers,-3.87
Pearl Polymers,-3.86
Triveni Turbine,-3.86
Bliss GVS Pharma,-3.85
Ram Minerals & Chemi,-3.85
Polson Ltd.,-3.85
VST Tillers Tr,-3.84
Solar Industries Ind,-3.8
R Systems Internat.,-3.79
Yash Chemex Ltd.,-3.79
Indian Overseas,-3.78
Megasoft Ltd.,-3.77
Vinyoflex Li,-3.77
Greenply Industr,-3.76
Reliance Ind.Inf,-3.76
Siemens Ltd.,-3.76
Riddhi Siddhi Gluco,-3.74
Nagarjuna Fertilizer,-3.72
Kolte-Patil Develope,-3.72
NTPC,-3.71
Ruchi Soya Inds.,-3.71
Coral Labs.,-3.71
Rajratan Global Wire,-3.7
Caplin Point Lab,-3.7
Prakash Pipes,-3.67
Apollo Pipes,-3.67
Tata Steel Long Prod,-3.65
Suraj,-3.65
Manappuram Finance,-3.65
JSW Energy Ltd.,-3.65
Linaks Micro Ele,-3.64
WABCO India,-3.64
Nelco Ltd,-3.64
Refex Industries,-3.64
Ashoka Metcast,-3.64
BSEL Infra. Realty,-3.64
Cinevista L,-3.64
Bharat Heavy Ele,-3.63
Balrampur Chini,-3.63
Tiger Logistics (Ind,-3.63
Godawari Power & Isp,-3.62
Pidilite Inds.,-3.61
Prakash Steelage Ltd,-3.61
Surana Telecom and P,-3.6
Mitsu Chem Plast,-3.59
Pricol L,-3.58
Corp.Couriers&Cargo,-3.57
Uttam Galva Steels,-3.57
Velan Hotels Lim,-3.56
Murudeshwar Cer.,-3.56
Golden Tobacco Ltd.,-3.56
Hind. Copper,-3.55
Newgen Software Tech,-3.55
Genesys Int.Corp.,-3.55
Gulf Oil Lubricants,-3.55
Kingfa Science & Tec,-3.53
Honda India Power,-3.52
Tree House Education,-3.51
Mirza International,-3.51
BGR Energy Systems,-3.51
Banswara Syntex,-3.51
Bang Overseas Ltd.,-3.49
Voltas Ltd.,-3.47
SAB Industries,-3.47
Superhouse Ltd.,-3.45
Suryalakshmi Cot,-3.45
Firstsource Solution,-3.45
Maithan Alloys Ltd.,-3.44
Capri Global Capital,-3.44
Artemis Medicare,-3.44
Anjani Portland,-3.43
India Cements Lt,-3.43
Nava Bharat Ventures,-3.41
ICICI Pru Life,-3.41
Rasandik Engg.,-3.41
Hexaware Technologie,-3.38
Auro Labs,-3.37
GAIL (India) Ltd.,-3.36
Aayush Food & Herbs,-3.35
PetronetLNG,-3.34
Saven Technologies L,-3.33
Galaxy Bearings,-3.33
CG-VAK Software,-3.33
SJVN Ltd.,-3.32
Gujarat Gas,-3.32
Coral India Finance,-3.31
Apollo Tyres,-3.31
SVP Global Ventures,-3.3
Gokul Agro Resources,-3.3
Federal-Mogul Goetze,-3.29
GSS Infotech,-3.28
Sampre Nutrition,-3.28
MT Educare Ltd.,-3.26
Finkurve Financial S,-3.26
NACL Industries L,-3.26
Stovec Indus.,-3.25
Cox & Kings L,-3.25
Supreme Holdings,-3.25
Shree Hari Chem.,-3.25
NoidaTollBridge,-3.24
Hilton Metal Forging,-3.24
Vijay Solvex Ltd,-3.23
Paragon Finance,-3.23
SRF Ltd.,-3.23
JK Paper Ltd.,-3.21
Indian Metal & F,-3.21
The Mandhana Retail,-3.21
Genus Paper & Boards,-3.21
Alufluoride Ltd.,-3.21
Maruti Infrastru,-3.21
Samkrg Pistons & Rin,-3.19
Lakshmi Auto Lm.,-3.18
Vakrangee,-3.16
Stanrose Mafatla,-3.16
DCB Bank,-3.14
Ausom Enterprise,-3.14
High Energy Bat.,-3.13
Hester Biosciences L,-3.13
Jamna Auto Inds.,-3.12
Muthoot Finance,-3.11
Hubtown,-3.11
Jaipan Industrie,-3.11
Exide Inds.,-3.1
Federal Bank,-3.1
Elecon Engg.,-3.07
Hind. Motor,-3.07
UTL Industries,-3.07
The Investment Trust,-3.06
Starteck Finance,-3.06
IFB Industries,-3.06
Cubex Tubings Lt,-3.05
HMT Ltd.,-3.05
Suven Pharmaceutical,-3.05
Reliable Ventures In,-3.04
HDFC Life Insurance,-3.04
Torrent Power Ltd.,-3.03
National Plastic,-3.02
Phyto Chem (Indi,-3.01
UCO Bank,-3.01
Jyoti,-3.0
Chartered Logistics,-3.0
Ruby Mills,-2.98
Premco Global Li,-2.98
Westlife Development,-2.98
Vipul Ltd.,-2.98
KG Petrochem Ltd.,-2.98
Jump Networks,-2.97
Benares Hotels,-2.97
Essel Propack Ltd.,-2.96
Alankit,-2.96
Dwarikesh Sugar,-2.96
Shalby,-2.96
Ravindra Energy Ltd.,-2.95
The Ramco Cements,-2.95
Just Dial,-2.94
Sun TV Network Ltd.,-2.93
Roxy Exports,-2.93
Hind Aluminium Indus,-2.93
Alkyl Amines Che,-2.93
The New India Assur,-2.92
Tata Metaliks,-2.92
Khaitan Chemical,-2.92
HDFC AMC,-2.9
Thangamayil Jeweller,-2.89
Maruti Suzuki India,-2.89
Ramco Industries,-2.89
Max Financial Servic,-2.88
Continental Sec,-2.86
BF Investment Ltd.,-2.85
KEC International Lt,-2.85
Britannia Ind.,-2.85
HBL Power Systems Lt,-2.85
Thyrocare Tech.,-2.83
United Spirits,-2.82
Pfizer Ltd.,-2.81
Abbott India Ltd.,-2.81
Torrent Pharmac,-2.81
ITL Industries,-2.81
Tata Communications,-2.8
Smartlink Holdings,-2.78
Technocraft Industri,-2.75
The Byke Hospitality,-2.75
Transcorp Inter,-2.74
DCM Nouvelle,-2.73
Maha. Scooters,-2.73
Futuristic Solutions,-2.7
Surat Textile Mi,-2.69
Saregama India Ltd.,-2.69
ITC Ltd.,-2.68
Gandhi Special,-2.67
HLV L,-2.67
McDowell Holdings Lt,-2.65
Jost's Engg.,-2.65
NIIT Technologies,-2.65
Hind. Food,-2.65
Oracle Financial Ser,-2.63
M K Exim (India) L,-2.63
Capital Trust Lt,-2.62
SBI Cards and Pay,-2.62
Strides Pharma Scien,-2.61
MothersonSumiSystems,-2.61
Duncan Engineering,-2.61
Bajaj HindusthanSuga,-2.61
ADF Foods Ltd.,-2.6
Balkrishna Ind.,-2.58
DQ Entertainment (In,-2.58
L&T,-2.58
L&T Finance Holdings,-2.57
Tips Industries,-2.57
Mitshi India L,-2.57
Hi-Tech Winding Sys,-2.57
GTL Infrastructure,-2.56
Infosys,-2.56
Indiabulls Ventures,-2.55
Amrit Corp. Ltd.,-2.55
Steel Authority,-2.55
Savita Oil Tech,-2.54
Steel Strips Wheels,-2.53
Kanishk Steel In,-2.53
IMP Powers,-2.53
KCP Sugar & In,-2.52
Oil India Ltd.,-2.52
Berger Paints I,-2.51
Symphony,-2.5
Deccan Health Care,-2.49
TCPL Packaging,-2.47
Thirani Projects,-2.47
NHPC,-2.47
Power Grid Corpo,-2.44
Ashirwad Capital,-2.44
South Indian Ban,-2.44
Birlasoft,-2.43
Colgate Palm.,-2.43
Laurus Labs,-2.42
Pioneer Investco,-2.41
Rites Ltd.,-2.39
Veritas (India) Ltd.,-2.39
Nippon LifeAM Ltd.,-2.39
Sandhar Technologies,-2.38
Uni Abex Alloys,-2.36
Bharat Road Network,-2.36
Sun Pharma Advanced,-2.36
KPR Mill Ltd.,-2.34
APL Apollo Tubes,-2.34
Nahar Indust.Ent,-2.33
JM Financial Ltd.,-2.33
Avanti Feeds Lim,-2.33
Talbros Engineering,-2.33
Cadila Healthcar,-2.32
Jagran Prakashan,-2.31
Mold-Tek Packaging,-2.31
Ashari Agencies,-2.29
Cheviot Co Ltd,-2.27
Precision Camshafts,-2.27
P&G Hygiene&Health,-2.26
Bank of Baroda,-2.26
Central Bank,-2.25
Cholamandalam Financ,-2.25
D-Link (India),-2.23
Kalyani Forge,-2.23
Jaypee Infratech Ltd,-2.22
Spicejet Ltd.,-2.22
Bajaj Finserv Ltd.,-2.21
Syncom Healthcare Lt,-2.2
Andhra Paper,-2.18
Quess Corp,-2.18
RSWM Ltd.,-2.18
India Gelatine &,-2.18
Sequent Scientific,-2.17
Nila Infrastructures,-2.16
IVP,-2.16
Hind. Adhesives,-2.14
Orient Paper,-2.14
Avadh Sugar & Energy,-2.13
Loyal Equipments Ltd,-2.12
Manaksia Ltd.,-2.12
Eveready Industr,-2.11
Malu Paper Mills,-2.1
20 Microns Ltd.,-2.1
Fortis Healthcare,-2.1
Saboo Sodium Ch,-2.09
BEML Ltd.,-2.09
Hawa Engineers L,-2.08
Kerala Ayurveda Ltd.,-2.08
Equitas Holdings Ltd,-2.07
Godrej Consumer Prod,-2.06
Kothari Products,-2.05
Lupin Ltd.,-2.04
Hind. Composites,-2.03
DHP India Ltd.,-2.03
Zee Learn Ltd.,-2.02
Cummins India Lt,-2.01
Jain Irrigation,-2.01
DCM Shriram,-2.0
Asian Tea Export,-2.0
PCS Technology,-1.98
The Hi-Tech Gears,-1.97
Dhruv Estates Lt,-1.97
Orbit Exports Li,-1.96
Unitech Internationa,-1.96
Techno Electric&Eng,-1.96
Gillette India Ltd.,-1.96
M&M Fin.Services,-1.93
Genus Power Infrastr,-1.93
Vijay Textiles L,-1.92
Aavas Financiers,-1.92
Karur Vysya Bank,-1.92
Emmessar Biotech,-1.91
VST Industries,-1.91
Janus Corporation,-1.9
Generic Pharmasec,-1.88
GHCL,-1.88
Automotive Stampings,-1.87
Krebs Biochemicals &,-1.86
Celebrity Fashions L,-1.86
TCI Developers Ltd.,-1.84
Zenotech Laboratorie,-1.84
Guj. Terce Labor,-1.84
Bedmutha Industries,-1.84
Sakuma Exports,-1.82
Shaily Engineering P,-1.82
Orient Bell,-1.82
Joindre Capital,-1.82
Sir Shadilal Ent,-1.81
Bannari Amman Su,-1.8
Satia Industries,-1.78
Khoday India,-1.78
V-Guard Ind.Ltd.,-1.78
Vivimed Labs,-1.78
India Home Loan,-1.77
LKP Securities,-1.77
VRL Logistics Ltd.,-1.76
HCL Technologies,-1.76
Datamatics Global Se,-1.76
Suryalata Spg.,-1.74
Brawn Biotech,-1.74
Prime Securities,-1.74
Amber Enterprises,-1.73
IDFC First Bank,-1.72
Bhakti Gems and Jewe,-1.72
Tata Teleservices (M,-1.7
Bajaj Auto Ltd.,-1.7
Ultracab (India) Ltd,-1.69
Austin Engg. Co.,-1.69
Uttam Sugar Mills,-1.68
Uniphos Enterprises,-1.67
Lux Industries,-1.65
SPIC,-1.64
General Ins. Corp.,-1.64
Union Bank of In,-1.64
Aarti Surfactants,-1.63
Kirloskar Bros.,-1.62
Astra Microwave,-1.61
Mangal Credit & Fin,-1.61
Jindal St & Pwr,-1.58
Metropolis Healthcar,-1.57
Ashok Leyland,-1.57
Transgene Biotek,-1.57
Avantel Ltd.,-1.56
Real Touch Finance,-1.55
Bombay Dyeing,-1.53
NRB Bearings Lim,-1.51
REC,-1.5
Kirloskar Ferrou,-1.5
Entertainment Networ,-1.5
Swan Energy Ltd.,-1.5
ONGC,-1.49
Everlon Synthe.,-1.48
Gateway Distriparks,-1.48
Oceanic Foods,-1.48
United Credit Li,-1.47
Power Finance Co,-1.46
Dr. Reddy's Labs,-1.46
Adhunik Industries,-1.44
Vodafone Idea L,-1.44
Anjani Foods,-1.44
Asian Hotels (West),-1.43
Lypsa Gems & Jewell,-1.43
Reliance Home Fin,-1.42
Punj. NationlBak,-1.42
Tech Mahindra,-1.42
Rajoo Engineers,-1.41
Talwalkars Better Va,-1.39
Pearl Global Industr,-1.37
Bhagyanagar Properti,-1.37
Cipla,-1.37
SBI Life Insurance,-1.36
Elgi Equipments,-1.36
T Nadu Newsprint,-1.36
MRF Ltd,-1.36
Seamec Ltd.,-1.35
Welcast Steels,-1.35
Bharat Petroleum,-1.34
Zensar Technologies,-1.34
ABB India,-1.33
Mastek Li,-1.33
Career Point,-1.32
Titan Company,-1.32
Kamat Hotels (In,-1.32
Endurance Technologi,-1.32
Indo Rama Synth.,-1.31
Chennai Meenakshi Mu,-1.31
Lokesh Machines,-1.31
Olympia Inds.,-1.31
Magellanic Cloud,-1.31
Arvind Ltd.,-1.29
Fairchem Speciality,-1.29
Goldiam Internat,-1.29
Ujjivan Financial,-1.29
Generic Engineering,-1.28
Goenka Diamond & Jew,-1.27
Manorama Industries,-1.27
Vivid Global Industr,-1.27
Ipca Laboratorie,-1.26
Hind. NationalGl,-1.24
Precision Wires,-1.23
ICICI Lombard Gen.,-1.23
Birla Precision Tech,-1.22
Dr. Lal Pathlabs Ltd,-1.22
Indian Hotels Co,-1.2
Vidhi Specialty Food,-1.2
Birla Corporation Lt,-1.19
TVS Motor Co. Ltd.,-1.18
Eco Recycling,-1.18
Can Fin Homes,-1.17
Nagarjuna Agrite,-1.16
Asian Paints Ltd.,-1.14
JTL Infra L,-1.12
Xpro India Ltd.,-1.12
Indl.&Prud.Invst,-1.11
Godrej Agrovet L,-1.09
Kalpataru Power,-1.08
Carnation Indust,-1.04
Restile Ceramics,-1.04
PVV Infra,-1.03
JMC Projects,-1.03
Trent Ltd.,-1.02
Khandwala Securi,-1.02
Orient Electric,-1.01
Advance Syntex,-1.01
Greaves Cotton,-0.99
Dhampur Sugar,-0.99
Capital India Fin,-0.97
Prism Medico and Pha,-0.96
SORIL Infra Resource,-0.96
Bata India,-0.96
Nitin Castings,-0.95
DB Corp,-0.95
Midas Infra Trade,-0.94
Accelya Solutions In,-0.94
National Plywood Ind,-0.94
Talwalkars Healthclu,-0.93
PNC Infratech,-0.92
Monarch Networth Cap,-0.92
JK Tyre & Industries,-0.91
SBEC Sugar Lt,-0.9
Raymond Ltd,-0.87
Veer Energy & Infras,-0.84
Gujarat Natural Res,-0.83
Akzo Nobel India,-0.83
Mallcom (India) L,-0.81
Hindustan Unilever L,-0.78
EIH Ltd.,-0.78
Inter Globe Fin.,-0.76
Plastiblends Ind,-0.75
Tube Investments,-0.75
Tata Power Co.,-0.75
RS Software (India),-0.75
Dabur India,-0.74
Escorts Ltd.,-0.7
Amara Raja Batt.,-0.69
SKF India,-0.69
YES Bank Ltd.,-0.68
Viceroy Hotels L,-0.68
MTNL,-0.65
Ansal Housing L,-0.65
Banco Products,-0.64
Thirumalai Chem.,-0.64
Bombay Oxygen Invest,-0.64
G G Engineering,-0.63
Fortis Malar Hospita,-0.63
K P Energy Ltd.,-0.62
Inox Leisure,-0.62
Dhanvantri Jeeva,-0.62
Menon Pistons Li,-0.62
Precision Elect.,-0.62
Dalmia Bharat L,-0.6
Mercury Laboratories,-0.56
Bio Green Papers,-0.55
Timken India Ltd,-0.54
Bhagiradha Chemi,-0.54
Loyal Textiles M,-0.53
P G Foils Ltd,-0.53
Sun Pharma.,-0.53
Bhansali Engg.Po,-0.52
AIA Engineering,-0.49
Bajaj Holdings & Inv,-0.47
Ishita Drugs & I,-0.46
Indian Bank,-0.46
Jayshree Tea,-0.45
Jyothy Labs,-0.44
Greenpanel Industrie,-0.43
PTL Enterprises,-0.43
Igarashi Motors Indi,-0.41
GlaxoSmithKline Phar,-0.41
Aishwarya Tech.&Tele,-0.4
DFM Foods Limi,-0.4
LGB Forge Ltd.,-0.39
Indiabulls Housing F,-0.39
TTK Prestige L,-0.39
Available Finance Lt,-0.38
Usha Martin Ltd.,-0.37
Blue Chip Tex In,-0.35
IDFC L,-0.35
Alkem Laboratories,-0.35
Radico Khaitan Ltd.,-0.34
L&T Technology Serv,-0.34
Rasi Electrodes,-0.34
Nestle India,-0.33
Supreme Inds.,-0.33
EID Parry,-0.31
PC Jeweller L,-0.31
Osiajee Texfab,-0.28
Spectrum Foods,-0.27
Century Textiles,-0.26
Bharat Forge,-0.26
Greenlam Industries,-0.25
Divi's Lab,-0.24
Uday Jewellery,-0.24
ETT L,-0.24
Asian Hotels (North),-0.24
Link Pharma Chem,-0.22
Fermenta Biotech,-0.21
Jindal Stainless (Hi,-0.2
Satin Creditcare,-0.19
Gabriel India,-0.19
Dhoot Industrial,-0.17
Systematix Corpo,-0.14
Kewal Kiran Clothing,-0.14
Mahamaya Steel Indus,-0.13
JK Cement,-0.12
Hind. Flurocarbo,-0.12
KPIT Technologies,-0.12
Mahi. & Mahi,-0.06
Paul Merchants,-0.06
TCNS Clothing,-0.01
Bajaj Finance L,0.0
