Company,% Change
Indian Toners,+0.73
ACE Software E,+0.73
Sical Logistics,+0.73
Sun Pharma.,+0.73
GAIL (India) Ltd.,+0.73
Finolex Cables,+0.72
Burnpur Cement Ltd.,+0.72
Rubfila Internationa,+0.72
NIIT Ltd.,+0.72
Jayshree Chem.,+0.71
SML Isuzu Ltd.,+0.71
Shree Cement,+0.71
CNI Research Ltd.,+0.69
Cybertech System,+0.69
Himadri Speciality,+0.68
Innovative Tech,+0.67
IRB Infrastructure,+0.67
Shriram City Uni,+0.67
Kalyani Investment,+0.67
APM Finvest,+0.67
DJ Mediaprint & Logi,+0.66
Muthoot Capital,+0.66
Harita Seating Syst.,+0.65
UPL,+0.64
IRCTC,+0.63
Gayatri Projects,+0.63
Balmer Lawrie Invest,+0.63
Kirloskar Bros.,+0.63
The Mandhana Retail,+0.63
Soma Textiles,+0.62
Valson Ind. Ltd.,+0.62
UltraTech Cement,+0.61
Siyaram Silk,+0.61
Artemis Medicare,+0.61
Shriram Trans.Fi,+0.61
Elgi Equipments,+0.59
IFB Industries,+0.59
Meghmani Organics,+0.59
Venky's (India) Ltd.,+0.58
Aegis Logistics Ltd.,+0.57
Gulf Oil Lubricants,+0.57
Navin Fluorine Inter,+0.57
Swaraj Engines,+0.57
Guj. Hotels Ltd.,+0.56
Gujarat Pipavav Port,+0.56
Singer India,+0.56
Taj GVK Hotels & Res,+0.56
Prakash Indus.,+0.55
JK Lakshmi Cement L,+0.55
Nahar Indust.Ent,+0.55
Heritage Foods,+0.54
Tide Water Oil,+0.54
Donear Industrie,+0.54
Global Vectra Helico,+0.53
Seamec Ltd.,+0.53
Jubilant Life Scienc,+0.51
Kilburn Engg.,+0.51
Max Healthcare Inst.,+0.51
Warren Tea,+0.50
Goodricke Group,+0.50
India Finsec Ltd.,+0.50
Visa Steel,+0.49
Kovilpatti Lakshmi,+0.48
Royale Manor Hot,+0.48
Asahi India Glass,+0.48
Bharat Gears,+0.47
Dilip Buildcon Ltd.,+0.47
Veto Switchgears & C,+0.46
EIH Associated,+0.45
Fortis Healthcare,+0.45
J Kumar Infraproject,+0.45
V-Guard Ind.Ltd.,+0.45
Rexnord Electron,+0.44
Gloster L,+0.44
Pioneer Emb.,+0.44
Supreme Inds.,+0.44
Quess Corp,+0.43
Reliance Inds.,+0.43
Thyrocare Tech.,+0.43
Orient Electric,+0.43
Rashtriya Chemicals,+0.42
Mahi. & Mahi,+0.42
Tata Motors Ltd.,+0.42
Seya Industries,+0.41
Vinati Organics,+0.41
Hind. Adhesives,+0.41
Vidhi Specialty Food,+0.41
Surat Textile Mi,+0.40
Ajanta Soya Ltd.,+0.40
Cummins India Lt,+0.40
Vascon Engineers Ltd,+0.39
P&G Hygiene&Health,+0.39
DCB Bank,+0.39
Karur Vysya Bank,+0.39
Blue Dart Expres,+0.39
InterGlobe Aviation,+0.39
Genus Paper & Boards,+0.39
Allsec Technologies,+0.38
Clariant Chemicals (,+0.38
ABB India,+0.37
Malu Paper Mills,+0.36
Hind. NationalGl,+0.36
National Peroxid,+0.36
Alfred Herbert I,+0.36
Rites Ltd.,+0.35
Hisar Metal Indu,+0.35
Sagar Cements,+0.35
JK Cement,+0.35
Abbott India Ltd.,+0.35
Starline Precious St,+0.35
Kamdhenu Ispat,+0.33
Kwality,+0.33
Kanchi Karpooram,+0.33
Mavi Industries,+0.33
BMW Industries,+0.32
Suratwwala Business,+0.32
Uttam Galva Steels,+0.32
Amrutanjan Health Ca,+0.32
Zensar Technologies,+0.32
Manomay Tex India,+0.31
Tijaria Polypipes Lt,+0.31
Finolex Industri,+0.31
Tata Metaliks,+0.31
Jayshree Tea,+0.30
Mahamaya Steel Indus,+0.30
Easun Capital Ma,+0.29
Bhagyanagar India Lt,+0.29
Alankit,+0.28
Sterling and Wilson,+0.28
Unichem Labs,+0.27
Ingersoll Rand,+0.27
HDFC AMC,+0.27
Saven Technologies L,+0.27
Ugar Sugar Works,+0.27
Key Corp Ltd.,+0.26
Music Broadcast,+0.26
Religare Enterprises,+0.26
Sandhar Technologies,+0.26
Ace Men Engg Works,+0.25
Barak Valley Cements,+0.25
Gufic BioSciences Lt,+0.24
Kabsons Industries,+0.23
Oriental Hotels,+0.23
NHPC,+0.23
N R Agarwal Indu,+0.22
MTNL,+0.22
Nagarjuna Fertilizer,+0.22
Shiva Cement Ltd,+0.21
Oil India Ltd.,+0.21
Arvind SmartSpaces,+0.21
Den Networks Ltd.,+0.20
Kingfa Science & Tec,+0.19
Deccan Gold Mines,+0.19
Commercial Syn Bags,+0.18
Ujjivan Financial,+0.18
AK Spintex L,+0.17
Danube Industries L,+0.17
Sandesh,+0.17
Elecon Engg.,+0.17
Haldyn Glass,+0.17
Sheela Foam,+0.16
Rajesh Exports L,+0.16
Mangalam Organics,+0.16
Patel Engg. Ltd.,+0.15
IndusInd Bank,+0.15
Indian Bank,+0.15
Hinduja Global Solut,+0.15
TAAL Enterprises,+0.15
Trio Mercantile & Tr,+0.15
Monte Carlo Fashions,+0.14
Swarnsarita Gems,+0.13
Geojit Financial,+0.13
Wipro Ltd,+0.13
Wall Street Fina,+0.11
Guj. Mineral Dev,+0.11
Ashari Agencies,+0.11
Deccan Health Care,+0.11
Ratnabhumi Developer,+0.11
Medicamen Biotec,+0.10
Bandhan Bank,+0.10
General Ins. Corp.,+0.10
Metroglobal,+0.10
Ganesha Ecosphere,+0.10
Newgen Software Tech,+0.10
Uday Jewellery,+0.10
Dalmia Bharat L,+0.09
Uflex Ltd.,+0.09
Generic Pharmasec,+0.09
TD Power Systems Ltd,+0.08
Dalmia Bharat Sugar,+0.08
GlaxoSmithKline Phar,+0.08
Hind. Zinc,+0.07
United Breweries Ltd,+0.06
Linc Pen & Plast,+0.06
Welspun Corp,+0.05
Trent Ltd.,+0.05
Tasty Bite,+0.05
Atul Auto Ltd,+0.03
Prabhat Technologies,+0.01
