Company,% Change
KPIT Technologies,-1.66
Aban Offshore,-1.65
Electrotherm (In,-1.65
SNL Bearings Ltd.,-1.65
Arman Financial Serv,-1.65
Ashima Ltd.,-1.64
Jump Networks,-1.64
52 Weeks Ent.,-1.64
Dewan Housing,-1.62
Carborundum Uni.,-1.62
Borosil L,-1.61
Somany Ceramics Ltd.,-1.61
Arrow Greentech,-1.61
Nath Industries,-1.61
Sudarshan Chem.,-1.6
Premco Global Li,-1.6
Benares Hotels,-1.59
Ram Ratna Wires,-1.59
M M Forgings Ltd.,-1.59
Snowman Logistics Lt,-1.58
Engineers India,-1.57
Bannari Amman Spinni,-1.57
IDFC First Bank,-1.56
Dai Ichi Karkari,-1.56
Bank of Maharash,-1.55
Zee Media Corp,-1.55
Amba Enterprises,-1.55
Saint-Gobain Sekurit,-1.55
Spicejet Ltd.,-1.55
Infosys,-1.53
Texmaco Rail & Engin,-1.53
Hind. Tin Works,-1.52
Dhanuka Agritech Ltd,-1.52
Jindal Photo,-1.52
Imagicaaworld Entert,-1.52
Welspun Enterprises,-1.51
Prabhat Dairy,-1.5
Bharat Seats,-1.5
Manaksia Ltd.,-1.5
Ador Welding Ltd.,-1.5
The Anup Engineering,-1.5
Jaypee Infratech Ltd,-1.49
Hind. Motor,-1.48
Oberoi Realty,-1.48
Nesco Ltd.,-1.48
PC Jeweller L,-1.48
Garden Reach Ship,-1.48
Agarwal Industrial C,-1.47
De Nora India Ltd.,-1.47
Majestic Auto,-1.47
Sagar Diamonds,-1.47
Olectra Greentech,-1.47
Arcee Industries,-1.46
GIC Housing Fi,-1.46
Kerala Ayurveda Ltd.,-1.45
Anant Raj Ltd.,-1.45
Hercules Hoists,-1.45
Roto Pumps Ltd,-1.44
Linde India,-1.44
Monnet Ispat & Energ,-1.44
Sarla Performance Fi,-1.43
Excel Industries,-1.42
Indian Overseas,-1.42
3M India Ltd.,-1.41
Premier Polyfilm,-1.41
Amal Ltd.,-1.41
D-Link (India),-1.41
Dynamic Cables,-1.4
Caplin Point Lab,-1.4
Kolte-Patil Develope,-1.4
Raymond Ltd,-1.39
AMJ Land Holdings L,-1.39
Rane Engine Valve Lt,-1.39
Sun Pharma Advanced,-1.39
Maha. Seamless,-1.39
Nath Bio-Genes,-1.38
Vaibhav Global,-1.37
Solar Industries Ind,-1.37
Archies Ltd.,-1.37
Liberty Shoes Li,-1.35
Harrisons Malaya,-1.35
IFGL Refractories,-1.33
V2 Retail,-1.33
Adani Ports & Speci,-1.32
Nandan Denim,-1.32
OM Metals Infraproje,-1.32
Graphite India Ltd.,-1.32
Oswal Yarns Limi,-1.32
Vivimed Labs,-1.32
Tata Steel Long Prod,-1.32
UCO Bank,-1.31
Olympia Inds.,-1.31
Voith Paper Fabrics,-1.31
Bharat Bijlee,-1.31
GTL Infrastructure,-1.3
ABB Power Products,-1.29
Coastal Corporation,-1.29
Indo National,-1.28
Fineotex Chemical Lt,-1.28
Captain Polyplast L,-1.28
Meera Industries,-1.28
ITI,-1.27
Twinstar Industries,-1.27
Tourism Finance,-1.27
Nahar Capital & Fina,-1.27
Archidply Industries,-1.27
Globus Spirits Ltd.,-1.27
IDBI Bank Ltd.,-1.27
Seshasayee Paper,-1.26
Oriental Carbon,-1.25
Thirani Projects,-1.25
Mangalore Refine,-1.25
Bodal Chemicals,-1.24
Plastiblends Ind,-1.24
Indian Oil Corp,-1.22
Sangam Renewables,-1.22
Indian Terrain Fashi,-1.21
IIFL Securities,-1.21
Saptarishi Agro,-1.2
Prima Plastics L,-1.2
Bajaj Consumer Care,-1.19
Shiva Texyarn Ltd.,-1.19
CESC Ventures,-1.19
Vardhman Holdings,-1.19
Federal Bank,-1.18
JSW Holdings,-1.18
Indiabulls Housing F,-1.18
Shanthi Gears,-1.17
Universal Cables,-1.17
BayerCropscience,-1.17
Navneet Education,-1.17
K P Energy Ltd.,-1.17
Bombay Dyeing,-1.17
Gokul Refoils & Solv,-1.17
Punj. & Sind Ban,-1.16
Polycab India,-1.16
Ujaas Energy,-1.16
Tejas Networks,-1.15
TRF Ltd,-1.15
Mirza International,-1.14
Nitin Spinners,-1.14
Vardhman Special St,-1.13
HIL,-1.12
L&T Finance Holdings,-1.12
Dolat Investment,-1.12
Ecoplast L,-1.12
Bajaj Healthcare,-1.1
Tata Communications,-1.1
Mayur Uniquoters,-1.1
Sasken Technologies,-1.1
Bio Green Papers,-1.1
Allcargo Logistics,-1.08
Khaitan Chemical,-1.08
Trident Ltd.,-1.07
United Van Der,-1.07
Amrapali Inds.,-1.06
Birla Corporation Lt,-1.05
Manugraph India Ltd.,-1.05
Rane (Madras),-1.05
GujaratStatePetronet,-1.04
Mazda Ltd.,-1.04
Indiabulls Ventures,-1.04
Revathi Equipment Lt,-1.03
VMV Holidays Ltd.,-1.03
Savita Oil Tech,-1.03
Everest Kanto Cylind,-1.03
Magellanic Cloud,-1.03
Subros Ltd.,-1.03
Apar Industries,-1.02
Royal Cushion Vi,-1.02
Gandhi Special,-1.02
Xchanging Solutions,-1.02
Avanti Feeds Lim,-1.02
Saksoft Ltd.,-1.01
Sukhjit Starch &,-1.0
JTL Infra L,-1.0
Punj. NationlBak,-1.0
Rain Industries,-0.99
ICICI Bank,-0.99
KPR Mill Ltd.,-0.99
Everlon Synthe.,-0.99
Vishnu Chemicals,-0.98
LT Foods Ltd.,-0.98
Nagreeka Exports,-0.98
KSB Ltd,-0.98
Chambal Fertilis,-0.98
Medi Caps,-0.97
Apollo Tyres,-0.97
Jindal Saw,-0.96
South Indian Ban,-0.96
Honda India Power,-0.96
Jagsonpal Pharma,-0.96
Schaeffler India,-0.95
Hikal Ltd.,-0.95
The Indian Wood Prod,-0.94
Jagan Lamps,-0.94
Century Enka,-0.94
Motilal Oswal Financ,-0.94
Elantas Beck India L,-0.94
Shalimar Paints,-0.94
Alphageo (India),-0.93
Apollo TriCoat Tubes,-0.93
Century Textiles,-0.93
Mangalam Cement,-0.92
Hind. Petrol,-0.92
Ramco Systems Lt,-0.91
Delta Corp Ltd.,-0.91
Empire Inds.,-0.91
CMI FPE Ltd.,-0.9
Amarjothi Spg.Mi,-0.9
India Tourism De,-0.9
Deepak Fertilisers,-0.89
Bambino Agro Ind,-0.89
KNR Constructions,-0.89
NCC,-0.88
Zodiac Clothing,-0.87
GE T&D India,-0.86
SIL Investments Ltd.,-0.86
Goldiam Internat,-0.86
Sequent Scientific,-0.85
Sarthak Metals,-0.85
Pearl Polymers,-0.85
Rossell India,-0.85
Ultracab (India) Ltd,-0.85
Savera Industries,-0.85
Zee Entertainment En,-0.84
Duroply lndustries L,-0.84
DIC India,-0.84
Hind.ConstructionCo.,-0.84
BF Utilities Ltd.,-0.84
The New India Assur,-0.83
IVP,-0.83
Rico Auto Inds.,-0.83
Tejnaksh Healthcare,-0.83
Madras Fertilize,-0.83
Eimco Elecon Ind,-0.83
K G Denim Ltd.,-0.81
Sunil Healthcare,-0.81
Aptech Ltd.,-0.81
Kama Holdings Ltd.,-0.8
Goa Carbons,-0.8
Bajaj Holdings & Inv,-0.8
Cochin Shipyard,-0.8
Precision Wires,-0.79
Mishra Dhatu Nig,-0.79
National Steel and A,-0.79
Dr. Agarwal's Ey,-0.79
TV18 Broadcast,-0.79
Jaykay Enterprises L,-0.78
Man Infraconstructio,-0.78
TCFC Finance Ltd,-0.78
Tata Chemicals,-0.77
Prism Johnson,-0.77
Majesco L,-0.77
VST Industries,-0.77
PDS Multi. Fashions,-0.77
Competent Automo,-0.77
Andhra Cement,-0.76
Confidence Petroleum,-0.76
Tube Investments,-0.75
Kriti Industries,-0.74
ICRA Ltd.,-0.74
The Byke Hospitality,-0.74
IM+ Capitals,-0.73
Sree Rayalaseema Hi-,-0.73
Shivalik Rasayan,-0.72
TPL Plastech Ltd.,-0.71
SPIC,-0.71
HFCL,-0.71
Gyscoal Alloys Ltd.,-0.71
Coal India,-0.71
Birla Precision Tech,-0.7
Tera Software,-0.7
Bhagyanagar Properti,-0.69
Sacheta Metals L,-0.69
TCI Developers Ltd.,-0.68
Kesar Petroprod.,-0.68
Astral Poly Technik,-0.68
eClerx Services,-0.67
Heidelberg Cement In,-0.66
INEOS Styrolution,-0.66
Dhunseri Investments,-0.65
PSP Projects,-0.65
Akzo Nobel India,-0.64
India Glycols,-0.64
Maan Aluminium Ltd.,-0.64
Morarjee Textiles Li,-0.64
Indo Tech Transforme,-0.63
The Investment Trust,-0.63
VST Tillers Tr,-0.63
Omaxe Ltd.,-0.63
Premier Explos.,-0.62
Westlife Development,-0.62
Prime Securities,-0.62
Godfrey Phillips Ind,-0.62
Madhusudan Indus,-0.61
Kemistar Corporation,-0.6
Indraprastha Med,-0.6
Ramky Infrastructure,-0.59
Kallam Textiles,-0.58
IIFL Wealth Manage,-0.58
Borosil Renewables,-0.58
HPL Electric & Power,-0.58
NMDC Ltd.,-0.57
Ujjivan SmallFinance,-0.56
Sakthi Sugars,-0.56
Cholamandalam Financ,-0.55
Cyient Ltd.,-0.55
Maral Overseas,-0.54
MMTC Ltd.,-0.54
Voltas Ltd.,-0.53
Supreme Petroche,-0.52
Orient Abrasives,-0.52
Kennametal India,-0.52
Cerebra Integrat,-0.52
Parag Milk Foods,-0.52
TCI Express,-0.52
India Cements Lt,-0.52
Alkali Metals Ltd.,-0.52
Bengal Tea & Fab,-0.51
Scan Steels,-0.51
ITC Ltd.,-0.5
Union Bank of In,-0.5
Arnold Holdings,-0.5
Share India Securiti,-0.5
Bhageria Industries,-0.49
BLB Ltd.,-0.49
Orient Green Power C,-0.49
Tata Consultancy,-0.49
Stanrose Mafatla,-0.48
Kesoram Industri,-0.48
Huhtamaki PPL,-0.48
Stovec Indus.,-0.48
ICICI Lombard Gen.,-0.48
Bajaj Steel Ind.,-0.48
GSFC,-0.47
Indian Metal & F,-0.47
Persistent Systems,-0.47
Gallantt Metal,-0.47
Nelcast Ltd.,-0.46
MindTree Ltd.,-0.46
Nectar Lifesciences,-0.46
CRP Risk Management,-0.45
Reliance Ind.Inf,-0.45
Tamboli Capital,-0.44
Samrat Pharma,-0.43
Shipping Corpn.,-0.43
SJVN Ltd.,-0.43
Godrej Agrovet L,-0.42
Bajaj Auto Ltd.,-0.42
HCL Technologies,-0.42
Shree Digvijay,-0.42
Hind. Composites,-0.41
ASI Industries,-0.41
Mewar Hi-Tech Engine,-0.41
Syngene Internationa,-0.41
Everest Organics,-0.41
APL Apollo Tubes,-0.41
Aditya Birla Money L,-0.4
Avenue Supermarts,-0.4
Nahar Spg Mills,-0.39
Balmer Lawrie &,-0.39
Hero MotoCorp,-0.39
Indian Hotels Co,-0.39
NLC India L,-0.38
AutoCorpn of Goa,-0.38
Bata India,-0.37
Equitas Holdings Ltd,-0.37
Kitex Garments,-0.37
Lux Industries,-0.37
Canara Bank,-0.37
Mishka Exim,-0.37
KPT Industries,-0.36
Star Paper Mills,-0.36
Igarashi Motors Indi,-0.35
Prozone Intu Propert,-0.34
Pudumjee Paper Produ,-0.34
CJ Gelatine,-0.33
Flex Foods,-0.33
Nippon LifeAM Ltd.,-0.33
Super Tannery,-0.33
Cosco (India),-0.33
DCM Shriram,-0.31
Vindhya Telelink,-0.31
Solara Active Pharma,-0.31
VRL Logistics Ltd.,-0.3
IO System Ltd.,-0.3
Techindia Nirman Ltd,-0.29
Sat Industries Ltd.,-0.29
Mold-Tek Packaging,-0.29
Integra Telecom,-0.29
IFCI Ltd.,-0.29
Valiant Organics,-0.28
Jammu & Kashmir Bank,-0.28
Tata Investment,-0.28
Punj. Alkalie,-0.27
Ucal Fuel System,-0.27
KRBL Ltd.,-0.27
DB Corp,-0.26
Pressman Advertising,-0.26
Darjeeling Ropeway,-0.26
Ducon Infratech,-0.26
SBI Cards and Pay,-0.26
JK Tyre & Industries,-0.25
Inventure Growth & S,-0.25
Faze Three Ltd.,-0.25
TTK Healthcare Ltd.,-0.24
Firstsource Solution,-0.24
Piramal Enterprises,-0.24
TeamLease Service,-0.23
SKF India,-0.23
Ind Bank Housing,-0.22
Mount Shivalik I,-0.22
Celebrity Fashions L,-0.21
Smartlink Holdings,-0.21
Kuantum Papers,-0.21
Tainwala Chem.,-0.2
Salora Intl.,-0.2
Haryana Capfin Ltd.,-0.2
Avonmore Capital,-0.19
GTV Engineering,-0.19
Chennai Petro.,-0.19
Ahluwalia Contra,-0.19
TCI Ltd.,-0.19
Sahyadri Industries,-0.19
Bharat Wire Ropes Lt,-0.18
Rama Phosphates,-0.18
Guj. Sidhee Ceme,-0.18
Kanpur Plasti.,-0.18
Nagpur Power,-0.18
HIM Teknoforge,-0.18
Narmada Gelatines Lt,-0.17
Whirlpool of Ind,-0.17
PTC India,-0.17
Poly Medicure Lt,-0.17
Lambodhara Texti,-0.17
Shristi Infrastructu,-0.17
JK Paper Ltd.,-0.16
Kalyani Steel,-0.16
Indian Energy Exchan,-0.16
Shaily Engineering P,-0.16
Black Rose Industrie,-0.15
Rupa & Company L,-0.15
Pitti Engineering,-0.15
Prataap Snacks,-0.15
Systematix Corpo,-0.14
Tata Coffee Ltd.,-0.14
Osiajee Texfab,-0.14
Available Finance Lt,-0.13
Zenith Fibres,-0.13
Saurashtra Cemen,-0.13
Kanoria Chemical,-0.13
SinclairsHotels,-0.12
Pricol L,-0.12
ETT L,-0.12
Shalby,-0.12
Vardhman Polytex,-0.11
Katare Spg. Mill,-0.11
Matrimony.com,-0.11
FACT,-0.11
Gateway Distriparks,-0.11
Bhagawati Oxygen,-0.1
Nirlon,-0.08
Winsome Textile,-0.07
Guj. Industries,-0.07
Royal Orchid Hotels,-0.07
Greaves Cotton,-0.06
Indraprastha Gas Ltd,-0.06
India Gelatine &,-0.05
Aarti Ind. Ltd,-0.04
Laurus Labs,-0.04
Everest Industries L,-0.04
Vishal Fabrics Ltd.,-0.04
Gujarat Apollo Indus,-0.03
BASF India Lt,-0.03
Ponni Sugars (Erode),-0.03
Vesuvius India,-0.01
Agro Tech Foods Ltd.,-0.01
Bharat Petroleum,-0.01
